,date,price,currency_name
353,2013-05-10,100.05799865722656,CAD
354,2013-05-13,100.66999816894531,CAD
355,2013-05-14,100.62200164794922,CAD
356,2013-05-15,100.34100341796875,CAD
357,2013-05-16,100.64900207519531,CAD
358,2013-05-17,100.2699966430664,CAD
359,2013-05-20,99.87999725341797,CAD
360,2013-05-21,99.68000030517578,CAD
361,2013-05-22,99.7699966430664,CAD
362,2013-05-23,99.41500091552734,CAD
363,2013-05-24,99.19999694824219,CAD
364,2013-05-27,97.9000015258789,CAD
365,2013-05-28,97.72599792480469,CAD
366,2013-05-29,98.44000244140625,CAD
367,2013-05-30,97.48100280761719,CAD
368,2013-05-31,98.0999984741211,CAD
369,2013-06-03,97.0,CAD
370,2013-06-04,96.95999908447266,CAD
371,2013-06-05,96.86000061035156,CAD
372,2013-06-06,95.64299774169922,CAD
373,2013-06-07,94.69000244140625,CAD
374,2013-06-10,96.14099884033203,CAD
375,2013-06-11,96.92900085449219,CAD
376,2013-06-12,94.33699798583984,CAD
377,2013-06-13,93.94999694824219,CAD
378,2013-06-14,93.98200225830078,CAD
379,2013-06-17,92.68499755859375,CAD
380,2013-06-18,92.9000015258789,CAD
381,2013-06-19,93.47599792480469,CAD
382,2013-06-20,93.94000244140625,CAD
383,2013-06-21,93.63500213623047,CAD
384,2013-06-24,93.88999938964844,CAD
385,2013-06-25,92.86699676513672,CAD
386,2013-06-26,93.33999633789062,CAD
387,2013-06-27,93.36399841308594,CAD
388,2013-06-28,93.95999908447266,CAD
389,2013-07-01,94.5250015258789,CAD
390,2013-07-02,94.8949966430664,CAD
391,2013-07-03,95.46800231933594,CAD
392,2013-07-04,95.15499877929688,CAD
393,2013-07-05,95.22000122070312,CAD
394,2013-07-08,95.86199951171875,CAD
395,2013-07-09,95.48899841308594,CAD
396,2013-07-10,96.03199768066406,CAD
397,2013-07-11,94.59200286865234,CAD
398,2013-07-12,95.44999694824219,CAD
399,2013-07-15,95.41999816894531,CAD
400,2013-07-16,95.76899719238281,CAD
401,2013-07-17,95.51000213623047,CAD
402,2013-07-18,95.7229995727539,CAD
403,2013-07-19,96.83200073242188,CAD
404,2013-07-22,96.93699645996094,CAD
405,2013-07-23,96.05999755859375,CAD
406,2013-07-24,96.66999816894531,CAD
407,2013-07-25,97.33000183105469,CAD
408,2013-07-26,96.4739990234375,CAD
409,2013-07-29,95.375,CAD
410,2013-07-30,95.51799774169922,CAD
411,2013-07-31,95.12300109863281,CAD
412,2013-08-01,95.10099792480469,CAD
413,2013-08-02,96.05400085449219,CAD
414,2013-08-05,95.22100067138672,CAD
415,2013-08-06,94.82499694824219,CAD
416,2013-08-07,93.80500030517578,CAD
417,2013-08-08,92.6500015258789,CAD
418,2013-08-09,93.66000366210938,CAD
419,2013-08-12,93.36599731445312,CAD
420,2013-08-13,94.23699951171875,CAD
421,2013-08-14,94.86699676513672,CAD
422,2013-08-15,94.69599914550781,CAD
423,2013-08-16,94.19999694824219,CAD
424,2013-08-19,94.49500274658203,CAD
425,2013-08-20,94.29000091552734,CAD
426,2013-08-21,93.5739974975586,CAD
427,2013-08-22,93.25,CAD
428,2013-08-23,94.00299835205078,CAD
429,2013-08-26,93.947998046875,CAD
430,2013-08-27,93.55999755859375,CAD
431,2013-08-28,92.33000183105469,CAD
432,2013-08-29,93.11299896240234,CAD
433,2013-08-30,93.24500274658203,CAD
434,2013-09-02,93.36199951171875,CAD
435,2013-09-03,94.33599853515625,CAD
436,2013-09-04,94.46399688720703,CAD
437,2013-09-05,95.0,CAD
438,2013-09-06,95.33999633789062,CAD
439,2013-09-09,95.98899841308594,CAD
440,2013-09-10,96.11299896240234,CAD
441,2013-09-11,96.82499694824219,CAD
442,2013-09-12,96.81999969482422,CAD
443,2013-09-13,96.44000244140625,CAD
